,Index,Label
28524,107941,Sliding Two Fingers Down
28528,56912,Sliding Two Fingers Down
28531,92550,Thumb Up
28532,126748,Rolling Hand Forward
28534,141464,Thumb Up
28535,79208,Sliding Two Fingers Down
28538,81234,Thumb Up
28542,42985,Rolling Hand Forward
28543,133113,Pulling Hand In
28545,47821,Rolling Hand Forward
28547,100086,Thumb Up
28551,126196,No gesture
28553,64104,Sliding Two Fingers Down
28555,107492,Sliding Two Fingers Left
28559,69720,Thumb Up
28562,36050,Turning Hand Counterclockwise
28563,108470,Pulling Hand In
28568,30641,Sliding Two Fingers Right
28569,85949,Shaking Hand
28576,134945,Pulling Hand In
28586,64401,Pushing Two Fingers Away
28589,5938,Sliding Two Fingers Down
28590,128922,Rolling Hand Forward
28591,83025,Shaking Hand
28592,100500,Sliding Two Fingers Left
28596,53260,Shaking Hand
28600,45114,Shaking Hand
28610,18919,Pulling Hand In
28613,59342,Sliding Two Fingers Down
28617,129977,Sliding Two Fingers Down
28624,127466,Rolling Hand Forward
28626,42866,Pushing Two Fingers Away
28631,32969,No gesture
28633,110047,Turning Hand Counterclockwise
28639,33546,Rolling Hand Forward
28640,62424,Turning Hand Counterclockwise
28642,69137,Pushing Two Fingers Away
28644,67295,Pulling Hand In
28648,58176,Pulling Hand In
28649,92060,No gesture
28650,60679,Thumb Up
28653,58300,Sliding Two Fingers Left
28654,51499,Shaking Hand
28659,20522,Pushing Two Fingers Away
28663,117259,Sliding Two Fingers Right
28664,104753,Pulling Hand In
28665,110636,Rolling Hand Forward
28668,22025,Turning Hand Counterclockwise
28670,20622,Thumb Up
28673,99348,Thumb Up
28675,53288,Pulling Hand In
28676,67600,Shaking Hand
28677,107147,Sliding Two Fingers Left
28678,71318,Pushing Two Fingers Away
28679,85005,Thumb Up
28681,142386,Thumb Up
28682,107825,Pulling Hand In
28683,17486,No gesture
28684,58269,Pushing Two Fingers Away
28685,118344,Sliding Two Fingers Right
28689,50777,Shaking Hand
28698,84835,Pulling Hand In
28699,104682,Pushing Two Fingers Away
28703,132232,Rolling Hand Forward
28704,129338,Rolling Hand Forward
28707,125082,Sliding Two Fingers Down
28710,21488,Pushing Two Fingers Away
28711,4994,Thumb Up
28713,10181,Turning Hand Counterclockwise
28717,1598,Shaking Hand
28718,14370,Sliding Two Fingers Down
28722,82512,Pushing Two Fingers Away
28728,38643,No gesture
28729,116586,Rolling Hand Forward
28730,80888,Sliding Two Fingers Right
28735,14057,Turning Hand Counterclockwise
28736,17262,Pulling Hand In
28737,109670,Thumb Up
28739,47541,Rolling Hand Forward
28740,31849,Pushing Two Fingers Away
28749,139123,Pulling Hand In
28751,130008,Shaking Hand
28752,26294,Pulling Hand In
28770,110630,Pulling Hand In
28771,120927,Sliding Two Fingers Left
28776,18291,Pulling Hand In
28777,87498,Thumb Up
28781,131897,Thumb Up
28789,135987,Sliding Two Fingers Down
28791,143192,Shaking Hand
28793,110533,Pushing Two Fingers Away
28794,45640,Shaking Hand
28795,209,Turning Hand Counterclockwise
28802,90228,Turning Hand Counterclockwise
28803,41340,Sliding Two Fingers Right
28804,7528,Rolling Hand Forward
28810,37424,Turning Hand Counterclockwise
28814,37329,No gesture
28816,124712,Rolling Hand Forward
28817,61333,Rolling Hand Forward
28818,47201,Pulling Hand In
28827,43220,Rolling Hand Forward
28829,33646,Rolling Hand Forward
28832,20663,Rolling Hand Forward
28834,85337,Shaking Hand
28839,116736,No gesture
28840,42444,Pushing Two Fingers Away
28852,96402,Sliding Two Fingers Left
28853,129656,Pulling Hand In
28856,43195,Sliding Two Fingers Down
28857,21132,Rolling Hand Forward
28861,16088,Turning Hand Counterclockwise
28864,47408,Shaking Hand
28866,67836,Sliding Two Fingers Right
28872,22626,Sliding Two Fingers Left
28873,15095,No gesture
28874,36084,Sliding Two Fingers Left
28876,111249,Pulling Hand In
28880,139583,Rolling Hand Forward
28884,133867,Pushing Two Fingers Away
28885,101334,Turning Hand Counterclockwise
28891,88887,Shaking Hand
28893,101598,Sliding Two Fingers Left
28894,44167,Sliding Two Fingers Right
28896,74762,Turning Hand Counterclockwise
28897,145597,Pushing Two Fingers Away
28898,116140,No gesture
28899,135182,Sliding Two Fingers Down
28900,120660,Thumb Up
28902,775,Thumb Up
28903,111480,Pulling Hand In
28906,102046,Pushing Two Fingers Away
28908,117447,Thumb Up
28912,95215,Sliding Two Fingers Down
28918,9473,Sliding Two Fingers Right
28921,92202,Sliding Two Fingers Right
28923,131810,Sliding Two Fingers Left
28924,73401,Turning Hand Counterclockwise
28925,5736,No gesture
28927,3173,Shaking Hand
28931,102145,Shaking Hand
28934,78892,Rolling Hand Forward
28936,85800,Turning Hand Counterclockwise
28939,70739,Rolling Hand Forward
28944,58086,Pushing Two Fingers Away
28945,76997,Pushing Two Fingers Away
28946,136720,Rolling Hand Forward
28948,131161,Pulling Hand In
28950,18504,Sliding Two Fingers Left
28953,123711,Rolling Hand Forward
28954,86105,Shaking Hand
28955,82001,Pulling Hand In
28958,76331,Thumb Up
28959,65036,Rolling Hand Forward
28962,22447,Shaking Hand
28970,78779,Sliding Two Fingers Down
28973,38172,Turning Hand Counterclockwise
28976,67677,Turning Hand Counterclockwise
28977,13456,Sliding Two Fingers Right
28983,107566,Sliding Two Fingers Down
28984,66401,Sliding Two Fingers Down
28985,72678,Sliding Two Fingers Right
28987,113668,Sliding Two Fingers Left
28993,100110,Sliding Two Fingers Down
29001,141756,Pulling Hand In
29010,88953,No gesture
29011,131823,Sliding Two Fingers Right
29015,79640,Thumb Up
29019,78963,Rolling Hand Forward
29021,64191,Sliding Two Fingers Right
29024,89326,Sliding Two Fingers Left
29027,127242,Sliding Two Fingers Right
29028,53609,No gesture
29032,127864,Sliding Two Fingers Left
29033,62855,Turning Hand Counterclockwise
29036,146879,Sliding Two Fingers Down
29039,42738,Shaking Hand
29040,11183,Sliding Two Fingers Down
29042,136292,Rolling Hand Forward
29043,82500,No gesture
29044,8736,Sliding Two Fingers Left
29045,140823,Thumb Up
29048,63882,Pulling Hand In
29050,20935,Sliding Two Fingers Down
29051,28090,Pushing Two Fingers Away
29052,145329,No gesture
29054,31586,Rolling Hand Forward
29055,54780,Rolling Hand Forward
29067,86479,Sliding Two Fingers Right
29076,96522,Turning Hand Counterclockwise
29078,5964,Turning Hand Counterclockwise
29080,6584,Sliding Two Fingers Down
29086,129864,Thumb Up
29087,107407,Pushing Two Fingers Away
29094,143365,Rolling Hand Forward
29097,7254,Sliding Two Fingers Right
29098,41328,Sliding Two Fingers Right
29109,48895,Turning Hand Counterclockwise
29110,134220,Thumb Up
29113,84651,Pulling Hand In
29114,43513,Thumb Up
29115,43604,Shaking Hand
29116,100148,Thumb Up
29118,102352,Rolling Hand Forward
29120,127978,Sliding Two Fingers Left
29123,79585,Pushing Two Fingers Away
29126,133425,Rolling Hand Forward
29129,39201,No gesture
29136,101366,Turning Hand Counterclockwise
29138,119417,Sliding Two Fingers Right
29140,78726,Turning Hand Counterclockwise
29147,616,Thumb Up
29148,73345,Shaking Hand
29155,131366,Sliding Two Fingers Right
29156,47953,Pulling Hand In
29160,8314,Thumb Up
29162,132103,No gesture
29163,91019,Pulling Hand In
29165,135359,Sliding Two Fingers Down
29168,122915,Shaking Hand
29179,72989,Sliding Two Fingers Down
29183,23457,Turning Hand Counterclockwise
29185,66852,Rolling Hand Forward
29190,107309,Turning Hand Counterclockwise
29194,18373,Thumb Up
29196,36524,Pushing Two Fingers Away
29197,67239,Shaking Hand
29199,12217,Sliding Two Fingers Right
29201,135965,Pulling Hand In
29203,8109,Shaking Hand
29207,3296,Pulling Hand In
29210,90318,Rolling Hand Forward
29212,39266,Rolling Hand Forward
29214,131236,Sliding Two Fingers Right
29215,23466,Pushing Two Fingers Away
29217,84133,No gesture
29218,104218,Sliding Two Fingers Right
29222,126531,Sliding Two Fingers Left
29224,74586,Sliding Two Fingers Right
29225,107665,Pulling Hand In
29228,107899,Turning Hand Counterclockwise
29229,24973,Pushing Two Fingers Away
29235,133445,Pulling Hand In
29236,23119,Turning Hand Counterclockwise
29242,89028,Turning Hand Counterclockwise
29245,51633,Turning Hand Counterclockwise
29246,59179,Shaking Hand
29247,77548,Pushing Two Fingers Away
29252,22295,No gesture
29258,142541,Sliding Two Fingers Left
29269,130397,Shaking Hand
29272,129837,Sliding Two Fingers Right
29273,39672,Pushing Two Fingers Away
29280,112047,Pulling Hand In
29281,104569,Sliding Two Fingers Left
29285,142871,Thumb Up
29290,55639,Pushing Two Fingers Away
29291,124900,Rolling Hand Forward
29292,51390,Turning Hand Counterclockwise
29294,62035,Rolling Hand Forward
29296,127622,Rolling Hand Forward
29298,82948,Pulling Hand In
29301,119418,Thumb Up
29310,14847,Turning Hand Counterclockwise
29315,116920,No gesture
29316,79998,Sliding Two Fingers Down
29327,100374,Rolling Hand Forward
29333,29382,Sliding Two Fingers Right
29336,26785,Turning Hand Counterclockwise
29338,139908,Pulling Hand In
29340,29181,Sliding Two Fingers Right
29343,51183,Thumb Up
29346,69751,Sliding Two Fingers Left
29347,48588,Sliding Two Fingers Left
29357,76344,Sliding Two Fingers Down
29359,144608,Thumb Up
29360,48721,Pushing Two Fingers Away
29361,73470,Rolling Hand Forward
29365,117501,Turning Hand Counterclockwise
29367,97795,No gesture
29369,20669,Sliding Two Fingers Left
29371,64513,No gesture
29373,96307,Shaking Hand
29374,132292,Shaking Hand
29378,3210,Pulling Hand In
29379,31734,Sliding Two Fingers Right
29380,66927,Turning Hand Counterclockwise
29382,122164,Sliding Two Fingers Down
29388,89575,Thumb Up
29389,122594,Shaking Hand
29390,100670,Shaking Hand
29392,76837,Sliding Two Fingers Left
29393,90162,Pushing Two Fingers Away
29394,24672,Thumb Up
29397,99111,Shaking Hand
29406,125187,Pushing Two Fingers Away
29410,136547,Pulling Hand In
29418,146344,No gesture
29419,10337,Turning Hand Counterclockwise
29420,43585,Thumb Up
29424,101241,Thumb Up
29425,44265,Pushing Two Fingers Away
29426,114856,Sliding Two Fingers Down
29428,75202,Shaking Hand
29430,129229,Thumb Up
29432,147358,Pulling Hand In
29440,82122,Pulling Hand In
29442,2015,Thumb Up
29445,57217,Rolling Hand Forward
29447,144713,Sliding Two Fingers Left
29453,66625,Shaking Hand
29456,130918,Sliding Two Fingers Left
29462,66032,Shaking Hand
29464,112679,Pushing Two Fingers Away
29466,95980,No gesture
29469,104818,Sliding Two Fingers Right
29473,5264,Shaking Hand
29475,80631,Shaking Hand
29485,131525,Pulling Hand In
29486,126029,Sliding Two Fingers Down
29494,4226,Shaking Hand
29495,29885,Sliding Two Fingers Right
29496,2028,Rolling Hand Forward
29497,7843,Pulling Hand In
29498,128363,No gesture
29500,43407,Rolling Hand Forward
29506,89212,Thumb Up
29509,141721,Thumb Up
29510,128384,Sliding Two Fingers Down
29514,122029,Sliding Two Fingers Left
29516,62586,Thumb Up
29517,13042,Sliding Two Fingers Down
29520,43213,Pulling Hand In
29521,94506,Rolling Hand Forward
29528,60004,No gesture
29530,97937,Rolling Hand Forward
29531,26869,Sliding Two Fingers Left
29536,1460,No gesture
29537,117057,Thumb Up
29538,53124,Rolling Hand Forward
29542,55737,Sliding Two Fingers Down
29544,94377,Pulling Hand In
29545,91945,No gesture
29546,146412,Shaking Hand
29547,82149,No gesture
29552,84033,Pulling Hand In
29553,30490,Pushing Two Fingers Away
29554,24561,Thumb Up
29557,101732,Pushing Two Fingers Away
29560,68653,Sliding Two Fingers Down
29561,95057,Thumb Up
29563,39929,Pushing Two Fingers Away
29564,93210,Sliding Two Fingers Left
29565,142771,Pushing Two Fingers Away
29569,12129,Sliding Two Fingers Right
29571,16362,Rolling Hand Forward
29574,143655,No gesture
29575,64999,Shaking Hand
29576,95311,Pushing Two Fingers Away
29577,31367,Pushing Two Fingers Away
29578,84702,Shaking Hand
29580,56768,Turning Hand Counterclockwise
29582,111277,Pulling Hand In
29583,144683,Thumb Up
29584,120859,Pushing Two Fingers Away
29589,57191,No gesture
29590,66345,No gesture
29592,65408,Pushing Two Fingers Away
29594,102672,Sliding Two Fingers Right
29598,92639,Pulling Hand In
29605,27310,Pulling Hand In
29607,143530,Turning Hand Counterclockwise
29608,21104,Sliding Two Fingers Down
29609,22494,Sliding Two Fingers Down
29610,105511,Sliding Two Fingers Left
29612,121741,Thumb Up
29614,141949,Sliding Two Fingers Down
29615,58007,Sliding Two Fingers Left
29617,75308,Rolling Hand Forward
29618,31137,Pulling Hand In
29621,53152,No gesture
29623,51596,No gesture
29628,48795,Pushing Two Fingers Away
29630,26552,Shaking Hand
29642,8824,Rolling Hand Forward
29643,81882,No gesture
29645,134515,Sliding Two Fingers Down
29647,105282,No gesture
29648,5905,No gesture
29654,48962,Thumb Up
29655,67045,Sliding Two Fingers Down
29657,92354,Sliding Two Fingers Down
29660,142606,No gesture
29661,48945,Sliding Two Fingers Left
29663,93660,Turning Hand Counterclockwise
29666,143529,Sliding Two Fingers Left
29668,96496,Sliding Two Fingers Left
29672,18503,Pulling Hand In
29676,38328,Shaking Hand
29677,60316,Sliding Two Fingers Right
29678,20148,Shaking Hand
29686,129259,Pushing Two Fingers Away
29689,106952,Pushing Two Fingers Away
29691,47944,Pushing Two Fingers Away
29694,98583,Pushing Two Fingers Away
29698,46499,Turning Hand Counterclockwise
29700,34007,Pulling Hand In
29702,37758,Pulling Hand In
29703,83406,Sliding Two Fingers Right
29704,91227,Shaking Hand
29715,66226,Sliding Two Fingers Left
29721,111284,Sliding Two Fingers Left
29722,78187,Pushing Two Fingers Away
29725,7438,Pulling Hand In
29728,7540,Turning Hand Counterclockwise
29729,89779,Pushing Two Fingers Away
29736,44853,Sliding Two Fingers Down
29740,36776,Thumb Up
29741,83040,Thumb Up
29742,61345,Pulling Hand In
29743,120957,Sliding Two Fingers Left
29747,104409,Sliding Two Fingers Left
29749,135911,Sliding Two Fingers Right
29755,26465,Turning Hand Counterclockwise
29756,100804,Thumb Up
29758,10869,Shaking Hand
29760,140719,Rolling Hand Forward
29761,48019,Pushing Two Fingers Away
29762,89038,Pulling Hand In
29765,27458,Sliding Two Fingers Left
29767,120022,Pushing Two Fingers Away
29770,86484,No gesture
29775,105965,Pulling Hand In
29777,117722,Pulling Hand In
29780,128288,Thumb Up
29783,1153,Pushing Two Fingers Away
29786,28363,Sliding Two Fingers Left
29787,91348,No gesture
29791,26250,Pushing Two Fingers Away
29794,3696,Shaking Hand
29795,23560,Sliding Two Fingers Down
29796,47079,Sliding Two Fingers Right
29797,10503,Pulling Hand In
29805,60268,Rolling Hand Forward
29807,12850,Thumb Up
29808,60873,No gesture
29814,45731,Shaking Hand
29815,38563,No gesture
29816,5098,Sliding Two Fingers Right
29818,99664,Rolling Hand Forward
29819,8265,Sliding Two Fingers Left
29822,29498,Shaking Hand
29828,42217,Pushing Two Fingers Away
29830,29003,Thumb Up
29832,30556,Sliding Two Fingers Down
29841,135852,Pushing Two Fingers Away
29845,44561,Sliding Two Fingers Left
29847,116648,Rolling Hand Forward
29849,88179,Pulling Hand In
29852,101376,Rolling Hand Forward
29855,60507,Rolling Hand Forward
29856,57319,Sliding Two Fingers Down
29859,143471,Pulling Hand In
29862,90921,Rolling Hand Forward
29867,30194,Pushing Two Fingers Away
29870,93134,Sliding Two Fingers Right
29876,68889,Sliding Two Fingers Right
29881,4202,Pulling Hand In
29883,130402,Thumb Up
29892,91034,Turning Hand Counterclockwise
29894,29984,Turning Hand Counterclockwise
29897,146876,Pushing Two Fingers Away
29901,137625,No gesture
29902,74168,Rolling Hand Forward
29904,43156,Rolling Hand Forward
29914,6938,No gesture
29916,45681,Sliding Two Fingers Left
29918,44618,No gesture
29921,32060,Shaking Hand
29924,109018,Rolling Hand Forward
29926,26797,No gesture
29928,33663,Turning Hand Counterclockwise
29932,72287,Pulling Hand In
29936,58942,No gesture
29937,140893,Pushing Two Fingers Away
29938,103618,Pulling Hand In
29943,133155,Shaking Hand
29945,85828,Sliding Two Fingers Right
29949,90202,Pushing Two Fingers Away
29950,79302,Rolling Hand Forward
29955,26612,Pushing Two Fingers Away
29956,96265,Sliding Two Fingers Right
29957,75250,Sliding Two Fingers Left
29958,116389,Pushing Two Fingers Away
29962,143166,Turning Hand Counterclockwise
29965,98417,Sliding Two Fingers Down
29967,146119,Thumb Up
29974,52562,Pushing Two Fingers Away
29975,112827,Sliding Two Fingers Right
29978,17420,Pulling Hand In
29979,95596,Sliding Two Fingers Left
29986,123440,Sliding Two Fingers Right
29989,101719,Turning Hand Counterclockwise
29990,113999,No gesture
29991,115749,Sliding Two Fingers Right
29994,32379,Pushing Two Fingers Away
29996,108601,Sliding Two Fingers Right
30000,65356,No gesture
30001,143325,Sliding Two Fingers Down
30003,17023,Thumb Up
30005,121855,Rolling Hand Forward
30006,114257,Pulling Hand In
30007,11699,Turning Hand Counterclockwise
30010,141636,Pulling Hand In
30015,8638,Pushing Two Fingers Away
30018,87036,Shaking Hand
30021,92268,Sliding Two Fingers Left
30022,62864,Shaking Hand
30023,71292,Pushing Two Fingers Away
30030,105971,No gesture
30031,101319,Thumb Up
30036,1228,No gesture
30037,104101,Sliding Two Fingers Down
30039,80053,No gesture
30041,131451,Sliding Two Fingers Down
30045,106279,Rolling Hand Forward
30046,83939,Sliding Two Fingers Right
30047,104387,Shaking Hand
30048,100853,Sliding Two Fingers Left
30050,107886,Sliding Two Fingers Right
30051,124551,Pushing Two Fingers Away
30053,2542,Shaking Hand
30055,139976,Shaking Hand
30058,1586,Turning Hand Counterclockwise
30060,126403,No gesture
30062,137931,Turning Hand Counterclockwise
30066,119827,Turning Hand Counterclockwise
30073,27151,Sliding Two Fingers Left
30076,22506,Sliding Two Fingers Left
30078,30787,Sliding Two Fingers Left
30079,117411,Sliding Two Fingers Down
30080,10656,No gesture
30081,114972,Shaking Hand
30091,62832,Pushing Two Fingers Away
30093,119216,Sliding Two Fingers Down
30094,40055,Shaking Hand
30096,143546,Rolling Hand Forward
30098,33812,No gesture
30100,1600,Pushing Two Fingers Away
30101,48974,Shaking Hand
30102,87526,Rolling Hand Forward
30103,94452,Sliding Two Fingers Left
30106,121258,Shaking Hand
30107,94611,Shaking Hand
30108,2953,Pulling Hand In
30115,97713,Rolling Hand Forward
